kn_ks	region	pop	species
0.207643637813523	non-DNABD	YRI	H. sapiens
0.176326068183352	non-DNABD	YRI	H. sapiens
0.198805405368306	non-DNABD	YRI	H. sapiens
0.210209505438065	non-DNABD	YRI	H. sapiens
0.219664144606975	non-DNABD	YRI	H. sapiens
0.215668184514992	non-DNABD	YRI	H. sapiens
0.174089914330973	non-DNABD	YRI	H. sapiens
0.183029164851179	non-DNABD	YRI	H. sapiens
0.159444452048602	non-DNABD	YRI	H. sapiens
0.178879642541883	non-DNABD	YRI	H. sapiens
0.190066230576064	non-DNABD	YRI	H. sapiens
0.198543672764256	non-DNABD	YRI	H. sapiens
0.192618878936396	non-DNABD	YRI	H. sapiens
0.198310873176265	non-DNABD	YRI	H. sapiens
0.164260028280623	non-DNABD	YRI	H. sapiens
0.196715751434489	non-DNABD	YRI	H. sapiens
0.152030724494089	non-DNABD	YRI	H. sapiens
0.19881782123518	non-DNABD	YRI	H. sapiens
0.197679403165137	non-DNABD	YRI	H. sapiens
0.222745975687179	non-DNABD	YRI	H. sapiens
0.200038514756969	non-DNABD	YRI	H. sapiens
0.197938684768778	non-DNABD	YRI	H. sapiens
0.200732859037115	non-DNABD	YRI	H. sapiens
0.168416532893855	non-DNABD	YRI	H. sapiens
0.200970072957574	non-DNABD	YRI	H. sapiens
0.172336580483694	non-DNABD	YRI	H. sapiens
0.193802308364508	non-DNABD	YRI	H. sapiens
0.157583983367509	non-DNABD	YRI	H. sapiens
0.192361513671745	non-DNABD	YRI	H. sapiens
0.185456473097204	non-DNABD	YRI	H. sapiens
0.19503504742369	non-DNABD	YRI	H. sapiens
0.241087813383183	non-DNABD	YRI	H. sapiens
0.179079775210779	non-DNABD	YRI	H. sapiens
0.191361418927209	non-DNABD	YRI	H. sapiens
0.216882395466064	non-DNABD	YRI	H. sapiens
0.196424258300704	non-DNABD	YRI	H. sapiens
0.192214388777066	non-DNABD	YRI	H. sapiens
0.223811558969016	non-DNABD	YRI	H. sapiens
0.210404722260941	non-DNABD	YRI	H. sapiens
0.202107121380504	non-DNABD	YRI	H. sapiens
0.192070772160061	non-DNABD	YRI	H. sapiens
0.191380088939762	non-DNABD	YRI	H. sapiens
0.188540667748355	non-DNABD	YRI	H. sapiens
0.183623848750597	non-DNABD	YRI	H. sapiens
0.183463860838053	non-DNABD	YRI	H. sapiens
0.199280867504001	non-DNABD	YRI	H. sapiens
0.184243580539305	non-DNABD	YRI	H. sapiens
0.18127209781804	non-DNABD	YRI	H. sapiens
0.186325427159323	non-DNABD	YRI	H. sapiens
0.170386077674113	non-DNABD	YRI	H. sapiens
0.202409204446244	non-DNABD	YRI	H. sapiens
0.184064544652639	non-DNABD	YRI	H. sapiens
0.176585777567837	non-DNABD	YRI	H. sapiens
0.187224538295736	non-DNABD	YRI	H. sapiens
0.183350521537286	non-DNABD	YRI	H. sapiens
0.202187237417462	non-DNABD	YRI	H. sapiens
0.215687823196857	non-DNABD	YRI	H. sapiens
0.221699859775247	non-DNABD	YRI	H. sapiens
0.210800331633809	non-DNABD	YRI	H. sapiens
0.20027737052897	non-DNABD	YRI	H. sapiens
0.215086671412475	non-DNABD	YRI	H. sapiens
0.21863569757703	non-DNABD	YRI	H. sapiens
0.184040158868403	non-DNABD	YRI	H. sapiens
0.17890671417812	non-DNABD	YRI	H. sapiens
0.19497209676923	non-DNABD	YRI	H. sapiens
0.179006863865977	non-DNABD	YRI	H. sapiens
0.177130751253521	non-DNABD	YRI	H. sapiens
0.197944017581074	non-DNABD	YRI	H. sapiens
0.213848893738108	non-DNABD	YRI	H. sapiens
0.184292322862785	non-DNABD	YRI	H. sapiens
0.185512776058069	non-DNABD	YRI	H. sapiens
0.193318276151289	non-DNABD	YRI	H. sapiens
0.195409543721526	non-DNABD	YRI	H. sapiens
0.175326228760896	non-DNABD	YRI	H. sapiens
0.161473160126343	non-DNABD	YRI	H. sapiens
0.209355616010119	non-DNABD	YRI	H. sapiens
0.178783339300936	non-DNABD	YRI	H. sapiens
0.213065219289608	non-DNABD	YRI	H. sapiens
0.200284574586839	non-DNABD	YRI	H. sapiens
0.187417746089106	non-DNABD	YRI	H. sapiens
0.192694733195151	non-DNABD	YRI	H. sapiens
0.206867951089401	non-DNABD	YRI	H. sapiens
0.19184684766196	non-DNABD	YRI	H. sapiens
0.179721397624851	non-DNABD	YRI	H. sapiens
0.208897693307941	non-DNABD	YRI	H. sapiens
0.164771300421523	non-DNABD	YRI	H. sapiens
0.202863624087811	non-DNABD	YRI	H. sapiens
0.17735879438107	non-DNABD	YRI	H. sapiens
0.195334018375927	non-DNABD	YRI	H. sapiens
0.192011250197073	non-DNABD	YRI	H. sapiens
0.194445071892614	non-DNABD	YRI	H. sapiens
0.191224092686067	non-DNABD	YRI	H. sapiens
0.19054924522306	non-DNABD	YRI	H. sapiens
0.192054555431866	non-DNABD	YRI	H. sapiens
0.20046455403346	non-DNABD	YRI	H. sapiens
0.202728521687338	non-DNABD	YRI	H. sapiens
0.163036967017738	non-DNABD	YRI	H. sapiens
0.213891670671602	non-DNABD	YRI	H. sapiens
0.182776265157357	non-DNABD	YRI	H. sapiens
0.184424033601723	non-DNABD	YRI	H. sapiens
0.180477192270787	non-DNABD	YRI	H. sapiens
0.203863778598146	non-DNABD	YRI	H. sapiens
0.188015673088897	non-DNABD	YRI	H. sapiens
0.189263150297375	non-DNABD	YRI	H. sapiens
0.195040874221939	non-DNABD	YRI	H. sapiens
0.189450529276233	non-DNABD	YRI	H. sapiens
0.167662999083659	non-DNABD	YRI	H. sapiens
0.193849582489227	non-DNABD	YRI	H. sapiens
0.181901421849986	non-DNABD	YRI	H. sapiens
0.208787139340043	non-DNABD	YRI	H. sapiens
0.177978397804139	non-DNABD	YRI	H. sapiens
0.212536714839402	non-DNABD	YRI	H. sapiens
0.19994240339347	non-DNABD	YRI	H. sapiens
0.19649020039265	non-DNABD	YRI	H. sapiens
0.20668211867562	non-DNABD	YRI	H. sapiens
0.182958518429034	non-DNABD	YRI	H. sapiens
0.198492257594158	non-DNABD	YRI	H. sapiens
0.223284865681839	non-DNABD	YRI	H. sapiens
0.199290226487789	non-DNABD	YRI	H. sapiens
0.184313088971719	non-DNABD	YRI	H. sapiens
0.206980380867745	non-DNABD	YRI	H. sapiens
0.212637882313447	non-DNABD	YRI	H. sapiens
0.165773521645205	non-DNABD	YRI	H. sapiens
0.20297188206433	non-DNABD	YRI	H. sapiens
0.192141503636884	non-DNABD	YRI	H. sapiens
0.211023979623061	non-DNABD	YRI	H. sapiens
0.165347854142829	non-DNABD	YRI	H. sapiens
0.20260776842047	non-DNABD	YRI	H. sapiens
0.185705640493889	non-DNABD	YRI	H. sapiens
0.175688586631699	non-DNABD	YRI	H. sapiens
0.173962222685611	non-DNABD	YRI	H. sapiens
0.188919710682296	non-DNABD	YRI	H. sapiens
0.211173865860003	non-DNABD	YRI	H. sapiens
0.20349638940247	non-DNABD	YRI	H. sapiens
0.208386523511908	non-DNABD	YRI	H. sapiens
0.183643164796323	non-DNABD	YRI	H. sapiens
0.208404924676411	non-DNABD	YRI	H. sapiens
0.208553121307944	non-DNABD	YRI	H. sapiens
0.157680378043184	non-DNABD	YRI	H. sapiens
0.21351031156963	non-DNABD	YRI	H. sapiens
0.188756055494838	non-DNABD	YRI	H. sapiens
0.216044095525126	non-DNABD	YRI	H. sapiens
0.203168160013384	non-DNABD	YRI	H. sapiens
0.165687263075895	non-DNABD	YRI	H. sapiens
0.207821323462913	non-DNABD	YRI	H. sapiens
0.170924512476	non-DNABD	YRI	H. sapiens
0.19857304152798	non-DNABD	YRI	H. sapiens
0.179944475696187	non-DNABD	YRI	H. sapiens
0.212706228388975	non-DNABD	YRI	H. sapiens
0.208794488525963	non-DNABD	YRI	H. sapiens
0.185169561760393	non-DNABD	YRI	H. sapiens
0.245958797542856	non-DNABD	YRI	H. sapiens
0.188366560244718	non-DNABD	YRI	H. sapiens
0.186044681144597	non-DNABD	YRI	H. sapiens
0.181983282255221	non-DNABD	YRI	H. sapiens
0.206095089687306	non-DNABD	YRI	H. sapiens
0.201442097906893	non-DNABD	YRI	H. sapiens
0.194898681140225	non-DNABD	YRI	H. sapiens
0.224618258489169	non-DNABD	YRI	H. sapiens
0.190246549465165	non-DNABD	YRI	H. sapiens
0.185364428354283	non-DNABD	YRI	H. sapiens
0.17938169155089	non-DNABD	YRI	H. sapiens
0.189358668315345	non-DNABD	YRI	H. sapiens
0.177887178515858	non-DNABD	YRI	H. sapiens
0.19511145167876	non-DNABD	YRI	H. sapiens
0.181315293576406	non-DNABD	YRI	H. sapiens
0.209450775579651	non-DNABD	YRI	H. sapiens
0.182319715200018	non-DNABD	YRI	H. sapiens
0.20196297912675	non-DNABD	YRI	H. sapiens
0.175437319962069	non-DNABD	YRI	H. sapiens
0.193326132208648	non-DNABD	YRI	H. sapiens
0.208846231296032	non-DNABD	YRI	H. sapiens
0.171237040534648	non-DNABD	YRI	H. sapiens
0.197914181745592	non-DNABD	YRI	H. sapiens
0.177425069299516	non-DNABD	YRI	H. sapiens
0.174284663440589	non-DNABD	YRI	H. sapiens
0.19366461606249	non-DNABD	YRI	H. sapiens
0.195549849100212	non-DNABD	YRI	H. sapiens
0.202729160326829	non-DNABD	YRI	H. sapiens
0.210362421414384	non-DNABD	YRI	H. sapiens
0.196514443881496	non-DNABD	YRI	H. sapiens
0.209183167828109	non-DNABD	YRI	H. sapiens
0.191639912201853	non-DNABD	YRI	H. sapiens
0.183983642773465	non-DNABD	YRI	H. sapiens
0.182963275677531	non-DNABD	YRI	H. sapiens
0.216514249719141	non-DNABD	YRI	H. sapiens
0.19958405068825	non-DNABD	YRI	H. sapiens
0.166180727219966	non-DNABD	YRI	H. sapiens
0.16718339502577	non-DNABD	YRI	H. sapiens
0.189718313587029	non-DNABD	YRI	H. sapiens
0.166041525503579	non-DNABD	YRI	H. sapiens
0.200693191007141	non-DNABD	YRI	H. sapiens
0.187043287888683	non-DNABD	YRI	H. sapiens
0.189823926149445	non-DNABD	YRI	H. sapiens
0.200769768616914	non-DNABD	YRI	H. sapiens
0.183038232232827	non-DNABD	YRI	H. sapiens
0.197525545140889	non-DNABD	YRI	H. sapiens
0.18758587176707	non-DNABD	YRI	H. sapiens
0.222474839135434	non-DNABD	YRI	H. sapiens
0.191887921663351	non-DNABD	YRI	H. sapiens
0.192605892656857	non-DNABD	YRI	H. sapiens
0.171703111515218	non-DNABD	YRI	H. sapiens
0.228192107679342	non-DNABD	YRI	H. sapiens
0.188469637881924	non-DNABD	YRI	H. sapiens
0.15902750109008	non-DNABD	YRI	H. sapiens
0.192184657623818	non-DNABD	YRI	H. sapiens
0.207200095347388	non-DNABD	YRI	H. sapiens
0.197388267461472	non-DNABD	YRI	H. sapiens
0.176032371371874	non-DNABD	YRI	H. sapiens
0.202054289224688	non-DNABD	YRI	H. sapiens
0.18186315529249	non-DNABD	YRI	H. sapiens
0.21977252739085	non-DNABD	YRI	H. sapiens
0.182824764388125	non-DNABD	YRI	H. sapiens
0.21434983686987	non-DNABD	YRI	H. sapiens
0.187540142384831	non-DNABD	YRI	H. sapiens
0.198128449510572	non-DNABD	YRI	H. sapiens
0.198704552230305	non-DNABD	YRI	H. sapiens
0.20044858173441	non-DNABD	YRI	H. sapiens
0.204731628004487	non-DNABD	YRI	H. sapiens
0.172510100524598	non-DNABD	YRI	H. sapiens
0.207864283486203	non-DNABD	YRI	H. sapiens
0.193090222043473	non-DNABD	YRI	H. sapiens
0.178950228609687	non-DNABD	YRI	H. sapiens
0.198557674908476	non-DNABD	YRI	H. sapiens
0.1767556226918	non-DNABD	YRI	H. sapiens
0.198699191563743	non-DNABD	YRI	H. sapiens
0.193725975729007	non-DNABD	YRI	H. sapiens
0.202657468404923	non-DNABD	YRI	H. sapiens
0.166796906091552	non-DNABD	YRI	H. sapiens
0.17788653754344	non-DNABD	YRI	H. sapiens
0.201780904441024	non-DNABD	YRI	H. sapiens
0.196861089541978	non-DNABD	YRI	H. sapiens
0.175301938373369	non-DNABD	YRI	H. sapiens
0.194714983143555	non-DNABD	YRI	H. sapiens
0.194591706714823	non-DNABD	YRI	H. sapiens
0.1910895549842	non-DNABD	YRI	H. sapiens
0.20615917089409	non-DNABD	YRI	H. sapiens
0.191845090848607	non-DNABD	YRI	H. sapiens
0.191543885006404	non-DNABD	YRI	H. sapiens
0.188472980118052	non-DNABD	YRI	H. sapiens
0.188938606825857	non-DNABD	YRI	H. sapiens
0.198784806247186	non-DNABD	YRI	H. sapiens
0.212931877187911	non-DNABD	YRI	H. sapiens
0.183192298185239	non-DNABD	YRI	H. sapiens
0.196237920878972	non-DNABD	YRI	H. sapiens
0.169221597965851	non-DNABD	YRI	H. sapiens
0.184969234731449	non-DNABD	YRI	H. sapiens
0.208763280518415	non-DNABD	YRI	H. sapiens
0.198237523396766	non-DNABD	YRI	H. sapiens
0.173392980646426	non-DNABD	YRI	H. sapiens
0.211759397304957	non-DNABD	YRI	H. sapiens
0.216372513686697	non-DNABD	YRI	H. sapiens
0.190340067808722	non-DNABD	YRI	H. sapiens
0.222453595781167	non-DNABD	YRI	H. sapiens
0.192269470988539	non-DNABD	YRI	H. sapiens
0.187574364773209	non-DNABD	YRI	H. sapiens
0.197902324103703	non-DNABD	YRI	H. sapiens
0.203254381431674	non-DNABD	YRI	H. sapiens
0.220659064860272	non-DNABD	YRI	H. sapiens
0.185987834355965	non-DNABD	YRI	H. sapiens
0.196944197230094	non-DNABD	YRI	H. sapiens
0.197435004472083	non-DNABD	YRI	H. sapiens
0.191280275888127	non-DNABD	YRI	H. sapiens
0.208446259314263	non-DNABD	YRI	H. sapiens
0.21468287881944	non-DNABD	YRI	H. sapiens
0.220540242175907	non-DNABD	YRI	H. sapiens
0.166701772573912	non-DNABD	YRI	H. sapiens
0.195397862038053	non-DNABD	YRI	H. sapiens
0.175525998720356	non-DNABD	YRI	H. sapiens
0.198411782638078	non-DNABD	YRI	H. sapiens
0.198845727185351	non-DNABD	YRI	H. sapiens
0.208765917627697	non-DNABD	YRI	H. sapiens
0.220607129206177	non-DNABD	YRI	H. sapiens
0.184763360332837	non-DNABD	YRI	H. sapiens
0.204781286478091	non-DNABD	YRI	H. sapiens
0.208056070296392	non-DNABD	YRI	H. sapiens
0.218687223133728	non-DNABD	YRI	H. sapiens
0.186730941091297	non-DNABD	YRI	H. sapiens
0.190106700989951	non-DNABD	YRI	H. sapiens
0.206661980062852	non-DNABD	YRI	H. sapiens
0.182154869913945	non-DNABD	YRI	H. sapiens
0.199455529727842	non-DNABD	YRI	H. sapiens
0.179922446276351	non-DNABD	YRI	H. sapiens
0.178107455783122	non-DNABD	YRI	H. sapiens
0.172796089037072	non-DNABD	YRI	H. sapiens
0.183122943530271	non-DNABD	YRI	H. sapiens
0.191427372234336	non-DNABD	YRI	H. sapiens
0.178294459635063	non-DNABD	YRI	H. sapiens
0.206958734687334	non-DNABD	YRI	H. sapiens
0.194979222727286	non-DNABD	YRI	H. sapiens
0.192218714661445	non-DNABD	YRI	H. sapiens
0.180633978829669	non-DNABD	YRI	H. sapiens
0.200326411883359	non-DNABD	YRI	H. sapiens
0.193547280060785	non-DNABD	YRI	H. sapiens
0.214861923913087	non-DNABD	YRI	H. sapiens
0.196308053918304	non-DNABD	YRI	H. sapiens
0.191267617554895	non-DNABD	YRI	H. sapiens
0.210722070862306	non-DNABD	YRI	H. sapiens
0.200122917420018	non-DNABD	YRI	H. sapiens
0.200351156863692	non-DNABD	YRI	H. sapiens
0.177618361068531	non-DNABD	YRI	H. sapiens
0.17097418155691	non-DNABD	YRI	H. sapiens
0.20741601548632	non-DNABD	YRI	H. sapiens
0.209526518765773	non-DNABD	YRI	H. sapiens
0.188544474146718	non-DNABD	YRI	H. sapiens
0.201797247696078	non-DNABD	YRI	H. sapiens
0.199887100427116	non-DNABD	YRI	H. sapiens
0.208325118736782	non-DNABD	YRI	H. sapiens
0.187542641727178	non-DNABD	YRI	H. sapiens
0.206581816258437	non-DNABD	YRI	H. sapiens
0.160092866031287	non-DNABD	YRI	H. sapiens
0.174256086563658	non-DNABD	YRI	H. sapiens
0.191384252620027	non-DNABD	YRI	H. sapiens
0.214839685945917	non-DNABD	YRI	H. sapiens
0.196213998523317	non-DNABD	YRI	H. sapiens
0.181881689119776	non-DNABD	YRI	H. sapiens
0.215911520340912	non-DNABD	YRI	H. sapiens
0.193044392437491	non-DNABD	YRI	H. sapiens
0.188114303667754	non-DNABD	YRI	H. sapiens
0.192458349961663	non-DNABD	YRI	H. sapiens
0.181347538065708	non-DNABD	YRI	H. sapiens
0.22581136053621	non-DNABD	YRI	H. sapiens
0.210647539383681	non-DNABD	YRI	H. sapiens
0.213299683476671	non-DNABD	YRI	H. sapiens
0.202350544340347	WGS	IB	A. thaliana
0.199982602188895	WGS	IB	A. thaliana
0.20184618166187	WGS	IB	A. thaliana
0.202860582938848	WGS	IB	A. thaliana
0.201272697751941	WGS	IB	A. thaliana
0.201222881620888	WGS	IB	A. thaliana
0.203007908218625	WGS	IB	A. thaliana
0.202121135494607	WGS	IB	A. thaliana
0.201387070247006	WGS	IB	A. thaliana
0.203264095992876	WGS	IB	A. thaliana
0.199169284393053	WGS	IB	A. thaliana
0.202320356799392	WGS	IB	A. thaliana
0.200053282426487	WGS	IB	A. thaliana
0.201852685800153	WGS	IB	A. thaliana
0.199639737653217	WGS	IB	A. thaliana
0.202262948910732	WGS	IB	A. thaliana
0.203991521829691	WGS	IB	A. thaliana
0.201485006580733	WGS	IB	A. thaliana
0.200661955038246	WGS	IB	A. thaliana
0.200930491703255	WGS	IB	A. thaliana
0.202619477777118	WGS	IB	A. thaliana
0.203250807143584	WGS	IB	A. thaliana
0.201409945685584	WGS	IB	A. thaliana
0.200486634219196	WGS	IB	A. thaliana
0.202094104301715	WGS	IB	A. thaliana
0.201728523185891	WGS	IB	A. thaliana
0.200984295561007	WGS	IB	A. thaliana
0.200844314316453	WGS	IB	A. thaliana
0.202314038108877	WGS	IB	A. thaliana
0.203110914021749	WGS	IB	A. thaliana
0.20080504787125	WGS	IB	A. thaliana
0.200522708305321	WGS	IB	A. thaliana
0.201534921394137	WGS	IB	A. thaliana
0.202593369294972	WGS	IB	A. thaliana
0.203214756045582	WGS	IB	A. thaliana
0.200974480807122	WGS	IB	A. thaliana
0.201750563688867	WGS	IB	A. thaliana
0.201604139394451	WGS	IB	A. thaliana
0.202094341884999	WGS	IB	A. thaliana
0.201266308156458	WGS	IB	A. thaliana
0.202648743799907	WGS	IB	A. thaliana
0.203201035683137	WGS	IB	A. thaliana
0.200271973822243	WGS	IB	A. thaliana
0.203810839958541	WGS	IB	A. thaliana
0.201051757614725	WGS	IB	A. thaliana
0.202993702241656	WGS	IB	A. thaliana
0.201601032302237	WGS	IB	A. thaliana
0.200277184681926	WGS	IB	A. thaliana
0.200895728491661	WGS	IB	A. thaliana
0.202974827311563	WGS	IB	A. thaliana
0.200989796461251	WGS	IB	A. thaliana
0.200980366673929	WGS	IB	A. thaliana
0.203589298940522	WGS	IB	A. thaliana
0.202025356272673	WGS	IB	A. thaliana
0.202068850689123	WGS	IB	A. thaliana
0.201689246881124	WGS	IB	A. thaliana
0.201031932908107	WGS	IB	A. thaliana
0.202805422856908	WGS	IB	A. thaliana
0.203057972723978	WGS	IB	A. thaliana
0.200875618687181	WGS	IB	A. thaliana
0.203622645188154	WGS	IB	A. thaliana
0.203125715842309	WGS	IB	A. thaliana
0.202633527132421	WGS	IB	A. thaliana
0.202949721795836	WGS	IB	A. thaliana
0.200626239559176	WGS	IB	A. thaliana
0.201238256334862	WGS	IB	A. thaliana
0.20105342746853	WGS	IB	A. thaliana
0.200713389268705	WGS	IB	A. thaliana
0.199922646960775	WGS	IB	A. thaliana
0.201384164038999	WGS	IB	A. thaliana
0.201054496064886	WGS	IB	A. thaliana
0.203513124514588	WGS	IB	A. thaliana
0.201863845380593	WGS	IB	A. thaliana
0.202274198445376	WGS	IB	A. thaliana
0.202580653264316	WGS	IB	A. thaliana
0.202810657248776	WGS	IB	A. thaliana
0.202809066923557	WGS	IB	A. thaliana
0.200427880692894	WGS	IB	A. thaliana
0.204326551287443	WGS	IB	A. thaliana
0.201666805144749	WGS	IB	A. thaliana
0.2026522381835	WGS	IB	A. thaliana
0.199005497848981	WGS	IB	A. thaliana
0.202910004906254	WGS	IB	A. thaliana
0.199069569943259	WGS	IB	A. thaliana
0.202134973234461	WGS	IB	A. thaliana
0.201984070901498	WGS	IB	A. thaliana
0.200634193356096	WGS	IB	A. thaliana
0.200198398583908	WGS	IB	A. thaliana
0.201639322856679	WGS	IB	A. thaliana
0.201629063103203	WGS	IB	A. thaliana
0.201754769591724	WGS	IB	A. thaliana
0.200928451420775	WGS	IB	A. thaliana
0.202552752975746	WGS	IB	A. thaliana
0.200401818286565	WGS	IB	A. thaliana
0.200209275606369	WGS	IB	A. thaliana
0.202908566633919	WGS	IB	A. thaliana
0.200378309793081	WGS	IB	A. thaliana
0.202193488925317	WGS	IB	A. thaliana
0.203109963936987	WGS	IB	A. thaliana
0.199979097060277	WGS	IB	A. thaliana
0.201042281626559	WGS	IB	A. thaliana
0.20028715929164	WGS	IB	A. thaliana
0.200766402325623	WGS	IB	A. thaliana
0.200219117081876	WGS	IB	A. thaliana
0.201839353615565	WGS	IB	A. thaliana
0.20214430093514	WGS	IB	A. thaliana
0.199614194470693	WGS	IB	A. thaliana
0.201345515439266	WGS	IB	A. thaliana
0.201732954214155	WGS	IB	A. thaliana
0.202843555728667	WGS	IB	A. thaliana
0.201727268727105	WGS	IB	A. thaliana
0.201866202574835	WGS	IB	A. thaliana
0.200547463320026	WGS	IB	A. thaliana
0.20255839807318	WGS	IB	A. thaliana
0.200938595849031	WGS	IB	A. thaliana
0.201147009822914	WGS	IB	A. thaliana
0.200701852069287	WGS	IB	A. thaliana
0.20131814700884	WGS	IB	A. thaliana
0.203269423050878	WGS	IB	A. thaliana
0.202414990809644	WGS	IB	A. thaliana
0.201561080383946	WGS	IB	A. thaliana
0.201775465232782	WGS	IB	A. thaliana
0.200595154687763	WGS	IB	A. thaliana
0.200677557586568	WGS	IB	A. thaliana
0.201848069357314	WGS	IB	A. thaliana
0.202470057979967	WGS	IB	A. thaliana
0.201913237216616	WGS	IB	A. thaliana
0.200508334314341	WGS	IB	A. thaliana
0.202023041934262	WGS	IB	A. thaliana
0.2025244627724	WGS	IB	A. thaliana
0.202302413356114	WGS	IB	A. thaliana
0.203511006333703	WGS	IB	A. thaliana
0.203288867446322	WGS	IB	A. thaliana
0.20180883399002	WGS	IB	A. thaliana
0.200713907950418	WGS	IB	A. thaliana
0.199461175269439	WGS	IB	A. thaliana
0.203235272483205	WGS	IB	A. thaliana
0.202955339227157	WGS	IB	A. thaliana
0.202640893642983	WGS	IB	A. thaliana
0.201855015870405	WGS	IB	A. thaliana
0.199851742068097	WGS	IB	A. thaliana
0.202050560927308	WGS	IB	A. thaliana
0.201657676656556	WGS	IB	A. thaliana
0.201866995961284	WGS	IB	A. thaliana
0.200646271725199	WGS	IB	A. thaliana
0.203583859697953	WGS	IB	A. thaliana
0.202238871367973	WGS	IB	A. thaliana
0.201600478635422	WGS	IB	A. thaliana
0.199418935476452	WGS	IB	A. thaliana
0.203276932487628	WGS	IB	A. thaliana
0.201627427054636	WGS	IB	A. thaliana
0.201009504818754	WGS	IB	A. thaliana
0.202670075119535	WGS	IB	A. thaliana
0.20107100927037	WGS	IB	A. thaliana
0.202362297470443	WGS	IB	A. thaliana
0.200892204193271	WGS	IB	A. thaliana
0.202355833370428	WGS	IB	A. thaliana
0.201096725686279	WGS	IB	A. thaliana
0.20093736081385	WGS	IB	A. thaliana
0.201445019962673	WGS	IB	A. thaliana
0.200824436303816	WGS	IB	A. thaliana
0.201673638093856	WGS	IB	A. thaliana
0.201799156806911	WGS	IB	A. thaliana
0.202220002180491	WGS	IB	A. thaliana
0.200789222723525	WGS	IB	A. thaliana
0.201086521042982	WGS	IB	A. thaliana
0.201495804950993	WGS	IB	A. thaliana
0.202152624466057	WGS	IB	A. thaliana
0.200802244641399	WGS	IB	A. thaliana
0.20130814811563	WGS	IB	A. thaliana
0.200519322181446	WGS	IB	A. thaliana
0.200679063235632	WGS	IB	A. thaliana
0.203278837387192	WGS	IB	A. thaliana
0.200832669545268	WGS	IB	A. thaliana
0.199399461175246	WGS	IB	A. thaliana
0.200403083756102	WGS	IB	A. thaliana
0.199954774462592	WGS	IB	A. thaliana
0.201824921319537	WGS	IB	A. thaliana
0.201575900789759	WGS	IB	A. thaliana
0.203339465973807	WGS	IB	A. thaliana
0.200803632501152	WGS	IB	A. thaliana
0.203072814768674	WGS	IB	A. thaliana
0.202677984218852	WGS	IB	A. thaliana
0.202728058097816	WGS	IB	A. thaliana
0.201547454287761	WGS	IB	A. thaliana
0.202923513019668	WGS	IB	A. thaliana
0.201033421278211	WGS	IB	A. thaliana
0.201116629303935	WGS	IB	A. thaliana
0.200408292594355	WGS	IB	A. thaliana
0.201639382847611	WGS	IB	A. thaliana
0.199627106354474	WGS	IB	A. thaliana
0.201274072989304	WGS	IB	A. thaliana
0.202559538800168	WGS	IB	A. thaliana
0.202716774800559	WGS	IB	A. thaliana
0.202336123125617	WGS	IB	A. thaliana
0.199902642107931	WGS	IB	A. thaliana
0.201591877779516	WGS	IB	A. thaliana
0.199917963587006	WGS	IB	A. thaliana
0.201461131365936	WGS	IB	A. thaliana
0.199600210307981	WGS	IB	A. thaliana
0.201454070555003	WGS	IB	A. thaliana
0.202246418670058	WGS	IB	A. thaliana
0.201819849218805	WGS	IB	A. thaliana
0.203140633116105	WGS	IB	A. thaliana
0.200306594577097	WGS	IB	A. thaliana
0.201270406905562	WGS	IB	A. thaliana
0.201976750494517	WGS	IB	A. thaliana
0.203980476582865	WGS	IB	A. thaliana
0.202795443274141	WGS	IB	A. thaliana
0.201210037703853	WGS	IB	A. thaliana
0.199849405304215	WGS	IB	A. thaliana
0.200366081827554	WGS	IB	A. thaliana
0.201577162938583	WGS	IB	A. thaliana
0.202413814783937	WGS	IB	A. thaliana
0.201516161452773	WGS	IB	A. thaliana
0.202924415938803	WGS	IB	A. thaliana
0.201969582735609	WGS	IB	A. thaliana
0.201672163623418	WGS	IB	A. thaliana
0.203093443420922	WGS	IB	A. thaliana
0.200035440785746	WGS	IB	A. thaliana
0.203471560067159	WGS	IB	A. thaliana
0.203163444855903	WGS	IB	A. thaliana
0.200939402987624	WGS	IB	A. thaliana
0.202160090707703	WGS	IB	A. thaliana
0.199879902266803	WGS	IB	A. thaliana
0.20231725852247	WGS	IB	A. thaliana
0.2009499448359	WGS	IB	A. thaliana
0.200800170759252	WGS	IB	A. thaliana
0.201089050315508	WGS	IB	A. thaliana
0.201848693392679	WGS	IB	A. thaliana
0.203069793586758	WGS	IB	A. thaliana
0.201954362667154	WGS	IB	A. thaliana
0.201716955267759	WGS	IB	A. thaliana
0.201631452009354	WGS	IB	A. thaliana
0.201311286391139	WGS	IB	A. thaliana
0.20164346947857	WGS	IB	A. thaliana
0.202588649396194	WGS	IB	A. thaliana
0.200611189672178	WGS	IB	A. thaliana
0.201264436783131	WGS	IB	A. thaliana
0.199973159955368	WGS	IB	A. thaliana
0.203751854523965	WGS	IB	A. thaliana
0.202767926348112	WGS	IB	A. thaliana
0.202714050870759	WGS	IB	A. thaliana
0.203316941142633	WGS	IB	A. thaliana
0.200746888850911	WGS	IB	A. thaliana
0.203870013933196	WGS	IB	A. thaliana
0.202182174579681	WGS	IB	A. thaliana
0.200546748549329	WGS	IB	A. thaliana
0.200518547148125	WGS	IB	A. thaliana
0.201100203219337	WGS	IB	A. thaliana
0.200753228359722	WGS	IB	A. thaliana
0.20098189196243	WGS	IB	A. thaliana
