pin_pis	region	pop	species
0.193153361171844	non-DNABD	CEU	H. sapiens
0.249550603640083	non-DNABD	CEU	H. sapiens
0.33542432245358	non-DNABD	CEU	H. sapiens
0.236306866784355	non-DNABD	CEU	H. sapiens
0.295747123063101	non-DNABD	CEU	H. sapiens
0.306069612501774	non-DNABD	CEU	H. sapiens
0.235910281472374	non-DNABD	CEU	H. sapiens
0.269660193326441	non-DNABD	CEU	H. sapiens
0.331796064704502	non-DNABD	CEU	H. sapiens
0.260450566521149	non-DNABD	CEU	H. sapiens
0.224259401647831	non-DNABD	CEU	H. sapiens
0.192061537813772	non-DNABD	CEU	H. sapiens
0.230205239977222	non-DNABD	CEU	H. sapiens
0.161977981109243	non-DNABD	CEU	H. sapiens
0.134279335176415	non-DNABD	CEU	H. sapiens
0.273831235930568	non-DNABD	CEU	H. sapiens
0.310459934622754	non-DNABD	CEU	H. sapiens
0.278033694757015	non-DNABD	CEU	H. sapiens
0.287028352513276	non-DNABD	CEU	H. sapiens
0.327808625909304	non-DNABD	CEU	H. sapiens
0.233791335642122	non-DNABD	CEU	H. sapiens
0.22849566498725	non-DNABD	CEU	H. sapiens
0.286690013180933	non-DNABD	CEU	H. sapiens
0.218830123880581	non-DNABD	CEU	H. sapiens
0.31007173106871	non-DNABD	CEU	H. sapiens
0.28802677101268	non-DNABD	CEU	H. sapiens
0.144134285768393	non-DNABD	CEU	H. sapiens
0.347770885325767	non-DNABD	CEU	H. sapiens
0.205012579624858	non-DNABD	CEU	H. sapiens
0.19264338688038	non-DNABD	CEU	H. sapiens
0.157894931614373	non-DNABD	CEU	H. sapiens
0.174690720984803	non-DNABD	CEU	H. sapiens
0.199069188509161	non-DNABD	CEU	H. sapiens
0.287997690526684	non-DNABD	CEU	H. sapiens
0.303295385893661	non-DNABD	CEU	H. sapiens
0.292823629864675	non-DNABD	CEU	H. sapiens
0.239256308544165	non-DNABD	CEU	H. sapiens
0.238553651392777	non-DNABD	CEU	H. sapiens
0.203605599645191	non-DNABD	CEU	H. sapiens
0.271822101929422	non-DNABD	CEU	H. sapiens
0.207216142928615	non-DNABD	CEU	H. sapiens
0.199085784477909	non-DNABD	CEU	H. sapiens
0.256994414418917	non-DNABD	CEU	H. sapiens
0.238060477116242	non-DNABD	CEU	H. sapiens
0.294785117699009	non-DNABD	CEU	H. sapiens
0.356168409758028	non-DNABD	CEU	H. sapiens
0.259492085637346	non-DNABD	CEU	H. sapiens
0.169492451942405	non-DNABD	CEU	H. sapiens
0.197209396132186	non-DNABD	CEU	H. sapiens
0.225086829483256	non-DNABD	CEU	H. sapiens
0.270133961266013	non-DNABD	CEU	H. sapiens
0.202938182102062	non-DNABD	CEU	H. sapiens
0.337140100486209	non-DNABD	CEU	H. sapiens
0.257237021360342	non-DNABD	CEU	H. sapiens
0.315878836747672	non-DNABD	CEU	H. sapiens
0.272165691644888	non-DNABD	CEU	H. sapiens
0.291062646723447	non-DNABD	CEU	H. sapiens
0.18563798128464	non-DNABD	CEU	H. sapiens
0.21818781027805	non-DNABD	CEU	H. sapiens
0.408118661887303	non-DNABD	CEU	H. sapiens
0.281732166873972	non-DNABD	CEU	H. sapiens
0.219594706993306	non-DNABD	CEU	H. sapiens
0.161045156398109	non-DNABD	CEU	H. sapiens
0.2017580070334	non-DNABD	CEU	H. sapiens
0.168504112476484	non-DNABD	CEU	H. sapiens
0.223003268590289	non-DNABD	CEU	H. sapiens
0.15564396531092	non-DNABD	CEU	H. sapiens
0.193183096942587	non-DNABD	CEU	H. sapiens
0.184201667410536	non-DNABD	CEU	H. sapiens
0.332839057265043	non-DNABD	CEU	H. sapiens
0.248217285747587	non-DNABD	CEU	H. sapiens
0.192554163321911	non-DNABD	CEU	H. sapiens
0.149217565419698	non-DNABD	CEU	H. sapiens
0.221217488370932	non-DNABD	CEU	H. sapiens
0.224125982748111	non-DNABD	CEU	H. sapiens
0.266896993039312	non-DNABD	CEU	H. sapiens
0.202492777794338	non-DNABD	CEU	H. sapiens
0.236874893965936	non-DNABD	CEU	H. sapiens
0.189169108173244	non-DNABD	CEU	H. sapiens
0.160162518999588	non-DNABD	CEU	H. sapiens
0.324015613084659	non-DNABD	CEU	H. sapiens
0.18928750572147	non-DNABD	CEU	H. sapiens
0.188213395743218	non-DNABD	CEU	H. sapiens
0.208963645068151	non-DNABD	CEU	H. sapiens
0.132429668517392	non-DNABD	CEU	H. sapiens
0.199596646880133	non-DNABD	CEU	H. sapiens
0.194806251740508	non-DNABD	CEU	H. sapiens
0.262272929088036	non-DNABD	CEU	H. sapiens
0.265993450924643	non-DNABD	CEU	H. sapiens
0.274889132300247	non-DNABD	CEU	H. sapiens
0.207643118263062	non-DNABD	CEU	H. sapiens
0.280214002385982	non-DNABD	CEU	H. sapiens
0.209425886519135	non-DNABD	CEU	H. sapiens
0.179135219776651	non-DNABD	CEU	H. sapiens
0.183395835997943	non-DNABD	CEU	H. sapiens
0.26889732164561	non-DNABD	CEU	H. sapiens
0.196759069485403	non-DNABD	CEU	H. sapiens
0.304456802961624	non-DNABD	CEU	H. sapiens
0.162317993374222	non-DNABD	CEU	H. sapiens
0.158081053127306	non-DNABD	CEU	H. sapiens
0.285200175443488	non-DNABD	CEU	H. sapiens
0.282177109868188	non-DNABD	CEU	H. sapiens
0.113051337571443	non-DNABD	CEU	H. sapiens
0.229868209694888	non-DNABD	CEU	H. sapiens
0.279782399648607	non-DNABD	CEU	H. sapiens
0.25034532061224	non-DNABD	CEU	H. sapiens
0.220049330471037	non-DNABD	CEU	H. sapiens
0.187687432472291	non-DNABD	CEU	H. sapiens
0.314662469800224	WGS	CHS	H. sapiens
0.288792516753132	WGS	CHS	H. sapiens
0.265514583179472	WGS	CHS	H. sapiens
0.302510906335713	WGS	CHS	H. sapiens
0.23082506851066	WGS	CHS	H. sapiens
0.270533156937065	WGS	CHS	H. sapiens
0.285040051383741	WGS	CHS	H. sapiens
0.249906902105545	WGS	CHS	H. sapiens
0.310803145787206	WGS	CHS	H. sapiens
0.276261588666734	WGS	CHS	H. sapiens
0.289238255687069	WGS	CHS	H. sapiens
0.252160591711806	WGS	CHS	H. sapiens
0.277173240638819	WGS	CHS	H. sapiens
0.258674378828413	WGS	CHS	H. sapiens
0.284527131409549	WGS	CHS	H. sapiens
0.268735411285181	WGS	CHS	H. sapiens
0.248213094196839	WGS	CHS	H. sapiens
0.257290342650342	WGS	CHS	H. sapiens
0.27704733933294	WGS	CHS	H. sapiens
0.283938735707134	WGS	CHS	H. sapiens
0.254207747357208	WGS	CHS	H. sapiens
0.318061667628352	WGS	CHS	H. sapiens
0.269158074953093	WGS	CHS	H. sapiens
0.280732163290936	WGS	CHS	H. sapiens
0.276007924393812	WGS	CHS	H. sapiens
0.266929293583257	WGS	CHS	H. sapiens
0.229289763345868	WGS	CHS	H. sapiens
0.248781395279193	WGS	CHS	H. sapiens
0.285934336568379	WGS	CHS	H. sapiens
0.255884536626348	WGS	CHS	H. sapiens
0.247599565126044	WGS	CHS	H. sapiens
0.229136856727812	WGS	CHS	H. sapiens
0.264494971862046	WGS	CHS	H. sapiens
0.290016860168177	WGS	CHS	H. sapiens
0.239779522933215	WGS	CHS	H. sapiens
0.255734644046345	WGS	CHS	H. sapiens
0.293786758491749	WGS	CHS	H. sapiens
0.277159034440375	WGS	CHS	H. sapiens
0.324723745028023	WGS	CHS	H. sapiens
0.240585364218779	WGS	CHS	H. sapiens
0.300838052837286	WGS	CHS	H. sapiens
0.220859654832816	WGS	CHS	H. sapiens
0.314329840864419	WGS	CHS	H. sapiens
0.263830516420065	WGS	CHS	H. sapiens
0.264753625620213	WGS	CHS	H. sapiens
0.29331632152078	WGS	CHS	H. sapiens
0.260288198781161	WGS	CHS	H. sapiens
0.253514371637338	WGS	CHS	H. sapiens
0.308153450277904	WGS	CHS	H. sapiens
0.298236426889925	WGS	CHS	H. sapiens
0.287880307037996	WGS	CHS	H. sapiens
0.21168556130708	WGS	CHS	H. sapiens
0.282821593789928	WGS	CHS	H. sapiens
0.238766293156912	WGS	CHS	H. sapiens
0.312464738271079	WGS	CHS	H. sapiens
0.253283268235563	WGS	CHS	H. sapiens
0.241269902399989	WGS	CHS	H. sapiens
0.324948292746133	WGS	CHS	H. sapiens
0.264896612319342	WGS	CHS	H. sapiens
0.266182181936228	WGS	CHS	H. sapiens
0.316661563473821	WGS	CHS	H. sapiens
0.302071477592291	WGS	CHS	H. sapiens
0.328007359285387	WGS	CHS	H. sapiens
0.297037598376427	WGS	CHS	H. sapiens
0.262931562921723	WGS	CHS	H. sapiens
0.310353796309485	WGS	CHS	H. sapiens
0.307230376334857	WGS	CHS	H. sapiens
0.287919498871991	WGS	CHS	H. sapiens
0.286420389640738	WGS	CHS	H. sapiens
0.278404567148602	WGS	CHS	H. sapiens
0.291225574020461	WGS	CHS	H. sapiens
0.2759954903979	WGS	CHS	H. sapiens
0.247949960242167	WGS	CHS	H. sapiens
0.276765785961394	WGS	CHS	H. sapiens
0.268285225221631	WGS	CHS	H. sapiens
0.268478674492664	WGS	CHS	H. sapiens
0.279405639260086	WGS	CHS	H. sapiens
0.307955455334721	WGS	CHS	H. sapiens
0.287110705910193	WGS	CHS	H. sapiens
0.270116376825442	WGS	CHS	H. sapiens
0.232308120687787	WGS	CHS	H. sapiens
0.253326847835507	WGS	CHS	H. sapiens
0.251250543087374	WGS	CHS	H. sapiens
0.312458696154299	WGS	CHS	H. sapiens
0.243964629791191	WGS	CHS	H. sapiens
0.283629344459959	WGS	CHS	H. sapiens
0.256727144657296	WGS	CHS	H. sapiens
0.263863208396172	WGS	CHS	H. sapiens
0.302571374193922	WGS	CHS	H. sapiens
0.289021959597963	WGS	CHS	H. sapiens
0.270574611440512	WGS	CHS	H. sapiens
0.32829998899027	WGS	CHS	H. sapiens
0.284473812473259	WGS	CHS	H. sapiens
0.297790572279473	WGS	CHS	H. sapiens
0.24993811715691	WGS	CHS	H. sapiens
0.28863865775241	WGS	CHS	H. sapiens
0.260428037693209	WGS	CHS	H. sapiens
0.32073012585256	WGS	CHS	H. sapiens
0.273569315067926	WGS	CHS	H. sapiens
0.282053737852962	WGS	CHS	H. sapiens
0.248770390898634	WGS	CHS	H. sapiens
0.280857706897085	WGS	CHS	H. sapiens
0.298752436895792	WGS	CHS	H. sapiens
0.238970906268755	WGS	CHS	H. sapiens
0.265393789014931	WGS	CHS	H. sapiens
0.291127745265056	WGS	CHS	H. sapiens
0.285563556035848	WGS	CHS	H. sapiens
0.241339404351194	WGS	CHS	H. sapiens
0.278549739677559	WGS	CHS	H. sapiens
0.266017487917514	WGS	CHS	H. sapiens
0.26208564512417	WGS	CHS	H. sapiens
0.28122722989218	WGS	CHS	H. sapiens
0.276411061465615	WGS	CHS	H. sapiens
0.28897906752078	WGS	CHS	H. sapiens
0.273648632128977	WGS	CHS	H. sapiens
0.283605385990471	WGS	CHS	H. sapiens
0.272556557339364	WGS	CHS	H. sapiens
0.276438619141305	WGS	CHS	H. sapiens
0.267630699259075	WGS	CHS	H. sapiens
0.264423902129962	WGS	CHS	H. sapiens
0.212524091180915	WGS	CHS	H. sapiens
0.278125565524479	WGS	CHS	H. sapiens
0.304547492032744	WGS	CHS	H. sapiens
0.291313301532905	WGS	CHS	H. sapiens
0.233209514877552	WGS	CHS	H. sapiens
0.277638561533121	WGS	CHS	H. sapiens
0.272283397603936	WGS	CHS	H. sapiens
0.228145508343846	WGS	CHS	H. sapiens
0.281495705473443	WGS	CHS	H. sapiens
0.253772734482316	WGS	CHS	H. sapiens
0.201758514333872	WGS	CHS	H. sapiens
0.258611000229049	WGS	CHS	H. sapiens
0.288427768192752	WGS	CHS	H. sapiens
0.264629558841639	WGS	CHS	H. sapiens
0.290104992149129	WGS	CHS	H. sapiens
0.281499772269838	WGS	CHS	H. sapiens
0.284160282279832	WGS	CHS	H. sapiens
0.287090687139133	WGS	CHS	H. sapiens
0.31485872819511	WGS	CHS	H. sapiens
0.299558525078894	WGS	CHS	H. sapiens
0.296028223070013	WGS	CHS	H. sapiens
0.274397500833089	WGS	CHS	H. sapiens
0.290845726699217	WGS	CHS	H. sapiens
0.23184399040021	WGS	CHS	H. sapiens
0.257506272174678	WGS	CHS	H. sapiens
0.230362229111791	WGS	CHS	H. sapiens
0.262924453901239	WGS	CHS	H. sapiens
0.275586165885565	WGS	CHS	H. sapiens
0.289748173684496	WGS	CHS	H. sapiens
0.236863759286872	WGS	CHS	H. sapiens
0.251685883343888	WGS	CHS	H. sapiens
0.271918423097165	WGS	CHS	H. sapiens
0.286461347903092	WGS	CHS	H. sapiens
0.263299112107249	WGS	CHS	H. sapiens
0.206489933497074	WGS	CHS	H. sapiens
0.270035418134972	WGS	CHS	H. sapiens
0.283536194467024	WGS	CHS	H. sapiens
0.258623535430753	WGS	CHS	H. sapiens
0.292151988098834	WGS	CHS	H. sapiens
0.294890611866987	WGS	CHS	H. sapiens
0.242537785604053	WGS	CHS	H. sapiens
0.273869597101554	WGS	CHS	H. sapiens
0.296491199531159	WGS	CHS	H. sapiens
0.287955238022035	WGS	CHS	H. sapiens
0.28352344034106	WGS	CHS	H. sapiens
0.256434762169238	WGS	CHS	H. sapiens
0.221307169898635	WGS	CHS	H. sapiens
0.272407936734752	WGS	CHS	H. sapiens
0.285443558242901	WGS	CHS	H. sapiens
0.255250469096759	WGS	CHS	H. sapiens
0.307211514228743	WGS	CHS	H. sapiens
0.270649832494958	WGS	CHS	H. sapiens
0.292536119289511	WGS	CHS	H. sapiens
0.27168742535964	WGS	CHS	H. sapiens
0.25842170231997	WGS	CHS	H. sapiens
0.305564159349168	WGS	CHS	H. sapiens
0.275240181699836	WGS	CHS	H. sapiens
0.305214876936567	WGS	CHS	H. sapiens
0.266086847660146	WGS	CHS	H. sapiens
0.261141655904925	WGS	CHS	H. sapiens
0.295207763895318	WGS	CHS	H. sapiens
0.265436681348076	WGS	CHS	H. sapiens
0.267614614152815	WGS	CHS	H. sapiens
0.279452717385522	WGS	CHS	H. sapiens
0.307834800684988	WGS	CHS	H. sapiens
0.2147687078198	WGS	CHS	H. sapiens
0.270192193174557	WGS	CHS	H. sapiens
0.267603527937232	WGS	CHS	H. sapiens
0.296006802117155	WGS	CHS	H. sapiens
0.237096879716834	WGS	CHS	H. sapiens
0.267774995767066	WGS	CHS	H. sapiens
0.216377499762937	WGS	CHS	H. sapiens
0.308553448613616	WGS	CHS	H. sapiens
0.285773540093194	WGS	CHS	H. sapiens
0.26572801730481	WGS	CHS	H. sapiens
0.256666840874049	WGS	CHS	H. sapiens
0.244155641839034	WGS	CHS	H. sapiens
0.224962714818697	WGS	CHS	H. sapiens
0.308660365799642	WGS	CHS	H. sapiens
0.289979296512097	WGS	CHS	H. sapiens
0.226287970897971	WGS	CHS	H. sapiens
0.255438072108147	WGS	CHS	H. sapiens
0.3066993778743	WGS	CHS	H. sapiens
0.275970590544759	WGS	CHS	H. sapiens
0.305009437134043	WGS	CHS	H. sapiens
0.277074530040224	WGS	CHS	H. sapiens
0.270059810427139	WGS	CHS	H. sapiens
0.232135604097934	WGS	CHS	H. sapiens
0.273842665646132	WGS	CHS	H. sapiens
0.30017898398639	WGS	CHS	H. sapiens
0.298287062560088	WGS	CHS	H. sapiens
0.248265773490987	WGS	CHS	H. sapiens
0.240957365637916	WGS	CHS	H. sapiens
0.286726560016195	WGS	CHS	H. sapiens
0.281785854573015	WGS	CHS	H. sapiens
0.212482467140841	WGS	CHS	H. sapiens
0.2347455198201	WGS	CHS	H. sapiens
0.267181841110366	WGS	CHS	H. sapiens
0.270637794806028	WGS	CHS	H. sapiens
0.272563633895047	WGS	CHS	H. sapiens
0.262936837008396	WGS	CHS	H. sapiens
0.277973156489249	WGS	CHS	H. sapiens
0.277094825061853	WGS	CHS	H. sapiens
0.279383661877804	WGS	CHS	H. sapiens
0.272116074567342	WGS	CHS	H. sapiens
0.281155512061583	WGS	CHS	H. sapiens
0.271950886794524	WGS	CHS	H. sapiens
0.247725609894183	WGS	CHS	H. sapiens
0.282304676786689	WGS	CHS	H. sapiens
0.253368120596803	WGS	CHS	H. sapiens
0.305106100132344	WGS	CHS	H. sapiens
0.28258224394874	WGS	CHS	H. sapiens
0.273827503687982	WGS	CHS	H. sapiens
0.304735191049935	WGS	CHS	H. sapiens
0.298906554152152	WGS	CHS	H. sapiens
0.282914842950745	WGS	CHS	H. sapiens
0.278205524694428	WGS	CHS	H. sapiens
0.305142342048442	WGS	CHS	H. sapiens
0.279125896509294	WGS	CHS	H. sapiens
0.241755264538695	WGS	CHS	H. sapiens
0.284992147621037	WGS	CHS	H. sapiens
0.241918182271113	WGS	CHS	H. sapiens
0.299876163503421	WGS	CHS	H. sapiens
0.248620435351366	WGS	CHS	H. sapiens
0.286072269756723	WGS	CHS	H. sapiens
0.296308108032061	WGS	CHS	H. sapiens
0.2541713664112	WGS	CHS	H. sapiens
0.25413369540303	WGS	CHS	H. sapiens
0.25735664675015	WGS	CHS	H. sapiens
0.258171800725698	WGS	CHS	H. sapiens
0.261191882555565	WGS	CHS	H. sapiens
0.267068503937997	WGS	CHS	H. sapiens
0.21543498001159	WGS	CHS	H. sapiens
0.264346991654298	WGS	CHS	H. sapiens
0.239816103373133	WGS	CHS	H. sapiens
0.24537524639021	WGS	CHS	H. sapiens
0.298379503642428	WGS	CHS	H. sapiens
0.257925540684781	WGS	CHS	H. sapiens
0.267608210270504	WGS	CHS	H. sapiens
0.264782969024019	WGS	CHS	H. sapiens
0.248459257269105	WGS	CHS	H. sapiens
0.266195146136312	WGS	CHS	H. sapiens
0.23040652780835	WGS	CHS	H. sapiens
0.310085884257555	WGS	CHS	H. sapiens
0.276375419929563	WGS	CHS	H. sapiens
0.27613438861262	WGS	CHS	H. sapiens
0.305546691741857	WGS	CHS	H. sapiens
0.274018697615003	WGS	CHS	H. sapiens
0.29926847084486	WGS	CHS	H. sapiens
0.208960640187765	WGS	CHS	H. sapiens
0.283960238646501	WGS	CHS	H. sapiens
0.229613846642855	WGS	CHS	H. sapiens
0.249217803820819	WGS	CHS	H. sapiens
0.302365371084314	WGS	CHS	H. sapiens
0.213838946679043	WGS	CHS	H. sapiens
0.364251996848785	WGS	CHS	H. sapiens
0.280604859462498	WGS	CHS	H. sapiens
0.271073310355166	WGS	CHS	H. sapiens
0.249795307459704	WGS	CHS	H. sapiens
0.319408448913904	WGS	CHS	H. sapiens
0.258801706326447	WGS	CHS	H. sapiens
0.253600530893659	WGS	CHS	H. sapiens
0.298597927304217	WGS	CHS	H. sapiens
0.247953075040655	WGS	CHS	H. sapiens
0.303127202666238	WGS	CHS	H. sapiens
0.300446903192806	WGS	CHS	H. sapiens
0.268960617860089	WGS	CHS	H. sapiens
0.26830168525433	WGS	CHS	H. sapiens
0.269964955924561	WGS	CHS	H. sapiens
0.298867068912404	WGS	CHS	H. sapiens
0.245059090151051	WGS	CHS	H. sapiens
0.235218012322761	WGS	CHS	H. sapiens
0.26729705100635	WGS	CHS	H. sapiens
0.320830043108344	WGS	CHS	H. sapiens
0.253989720127112	WGS	CHS	H. sapiens
0.256402889257274	WGS	CHS	H. sapiens
0.257649030653086	WGS	CHS	H. sapiens
0.299531099314946	WGS	CHS	H. sapiens
0.260062287150057	WGS	CHS	H. sapiens
0.29220337842199	WGS	CHS	H. sapiens
0.275385142485078	WGS	CHS	H. sapiens
0.304625717453106	WGS	CHS	H. sapiens
0.283621351530673	WGS	CHS	H. sapiens
0.210430329307526	WGS	CHS	H. sapiens
0.291999069217054	WGS	CHS	H. sapiens
0.296437359253007	WGS	CHS	H. sapiens
0.306930518808476	WGS	CHS	H. sapiens
0.283131365889928	WGS	CHS	H. sapiens
0.304867631297019	WGS	CHS	H. sapiens
0.278136069532289	WGS	CHS	H. sapiens
0.271360696969049	WGS	CHS	H. sapiens
0.27581971691754	WGS	CHS	H. sapiens
0.242484213280997	WGS	CHS	H. sapiens
0.278842913264871	WGS	CHS	H. sapiens
0.265921229802327	WGS	CHS	H. sapiens
0.302422997568321	WGS	CHS	H. sapiens
0.248689932384434	WGS	CHS	H. sapiens
0.255640394354296	WGS	CHS	H. sapiens
0.250934983933519	WGS	CHS	H. sapiens
0.234309197867361	WGS	CHS	H. sapiens
0.262540170383664	WGS	CHS	H. sapiens
0.261921696337179	WGS	CHS	H. sapiens
0.276783551145981	WGS	CHS	H. sapiens
0.280743693657356	WGS	CHS	H. sapiens
0.272506433536745	WGS	CHS	H. sapiens
0.287855160958449	WGS	CHS	H. sapiens
0.268465057787935	WGS	CHS	H. sapiens
0.305035569295926	WGS	CHS	H. sapiens
0.270339456515302	WGS	CHS	H. sapiens
0.272728334676109	WGS	CHS	H. sapiens
0.257432361795504	WGS	CHS	H. sapiens
0.272099197807789	WGS	CHS	H. sapiens
0.306458819370789	WGS	CHS	H. sapiens
0.273582005484197	WGS	CHS	H. sapiens
0.267614780309085	WGS	CHS	H. sapiens
0.248735535110001	WGS	CHS	H. sapiens
0.259753724581275	WGS	CHS	H. sapiens
0.256429723813143	WGS	CHS	H. sapiens
0.287751340670881	WGS	CHS	H. sapiens
0.265590439363497	WGS	CHS	H. sapiens
0.288072787576609	WGS	CHS	H. sapiens
0.283604367919115	WGS	CHS	H. sapiens
0.214289866392999	WGS	CHS	H. sapiens
0.309265687669738	WGS	CHS	H. sapiens
0.247808697114869	WGS	CHS	H. sapiens
0.259427335134781	WGS	CHS	H. sapiens
0.272494882580829	WGS	CHS	H. sapiens
0.288118857731221	WGS	CHS	H. sapiens
0.232365562528189	WGS	CHS	H. sapiens
0.284636736838995	WGS	CHS	H. sapiens
0.297448429955318	WGS	CHS	H. sapiens
0.262488825693219	WGS	CHS	H. sapiens
0.289175243666929	WGS	CHS	H. sapiens
0.311008397287522	WGS	CHS	H. sapiens
0.291441930951528	WGS	CHS	H. sapiens
0.234528582356605	WGS	CHS	H. sapiens
0.275029703666598	WGS	CHS	H. sapiens
0.238024876826297	WGS	CHS	H. sapiens
0.282978335243456	WGS	CHS	H. sapiens
0.271167031094957	WGS	CHS	H. sapiens
0.275348370382586	WGS	CHS	H. sapiens
0.275052554796773	WGS	CHS	H. sapiens
0.283321561719847	WGS	CHS	H. sapiens
0.32441819574977	WGS	CHS	H. sapiens
0.26653616147966	WGS	CHS	H. sapiens
0.26890942885543	WGS	CHS	H. sapiens
0.329410777948099	WGS	CHS	H. sapiens
0.298220975483291	WGS	CHS	H. sapiens
0.285745940194191	WGS	CHS	H. sapiens
0.254012245153887	WGS	CHS	H. sapiens
0.244983050623655	WGS	CHS	H. sapiens
0.252018686275951	WGS	CHS	H. sapiens
0.277305483699067	WGS	CHS	H. sapiens
0.258950100612648	WGS	CHS	H. sapiens
0.283882560532057	WGS	CHS	H. sapiens
0.266531051878365	WGS	CHS	H. sapiens
0.252909417007941	WGS	CHS	H. sapiens
0.291317027937539	WGS	CHS	H. sapiens
0.233999453183688	WGS	CHS	H. sapiens
0.290510098711664	WGS	CHS	H. sapiens
0.262436883363822	WGS	CHS	H. sapiens
0.254413400976951	WGS	CHS	H. sapiens
0.268939265550193	WGS	CHS	H. sapiens
0.301742699091932	WGS	CHS	H. sapiens
0.269446393274365	WGS	CHS	H. sapiens
0.298237097221101	WGS	CHS	H. sapiens
0.304047310824741	WGS	CHS	H. sapiens
0.276829686459635	WGS	CHS	H. sapiens
0.240277989153133	WGS	CHS	H. sapiens
0.252688366821749	WGS	CHS	H. sapiens
0.283899480013498	WGS	CHS	H. sapiens
0.246697125565962	WGS	CHS	H. sapiens
0.255397246150611	WGS	CHS	H. sapiens
0.244577047706192	WGS	CHS	H. sapiens
0.24123412278522	WGS	CHS	H. sapiens
0.277284810333291	WGS	CHS	H. sapiens
0.270696289523149	WGS	CHS	H. sapiens
0.271543505273005	WGS	CHS	H. sapiens
0.242686455790645	WGS	CHS	H. sapiens
0.245979511805797	WGS	CHS	H. sapiens
0.310207155002147	WGS	CHS	H. sapiens
0.292438842132057	WGS	CHS	H. sapiens
0.264803688471294	WGS	CHS	H. sapiens
0.276798184114723	WGS	CHS	H. sapiens
0.282607974376672	WGS	CHS	H. sapiens
0.304879712222035	WGS	CHS	H. sapiens
0.304721297547902	WGS	CHS	H. sapiens
0.317845206336807	WGS	CHS	H. sapiens
0.236441738909703	WGS	CHS	H. sapiens
0.23871680860838	WGS	CHS	H. sapiens
0.258549344366852	WGS	CHS	H. sapiens
0.294740520870269	WGS	CHS	H. sapiens
0.264917712724201	WGS	CHS	H. sapiens
0.270650136650199	WGS	CHS	H. sapiens
0.29033971657093	WGS	CHS	H. sapiens
0.260534846691896	WGS	CHS	H. sapiens
0.285824609913726	WGS	CHS	H. sapiens
0.255650399410197	WGS	CHS	H. sapiens
0.256810483767766	WGS	CHS	H. sapiens
0.279437663466242	WGS	CHS	H. sapiens
0.293026842634881	WGS	CHS	H. sapiens
0.293978473052606	WGS	CHS	H. sapiens
0.220328797338935	WGS	CHS	H. sapiens
0.246496107642907	WGS	CHS	H. sapiens
0.276797522498241	WGS	CHS	H. sapiens
0.284066863620194	WGS	CHS	H. sapiens
0.287768745670035	WGS	CHS	H. sapiens
0.248762567121606	WGS	CHS	H. sapiens
0.239237146377267	WGS	CHS	H. sapiens
0.246584577087724	WGS	CHS	H. sapiens
0.291959537351594	WGS	CHS	H. sapiens
0.245308813837562	WGS	CHS	H. sapiens
0.278858773568341	WGS	CHS	H. sapiens
0.305214647054713	WGS	CHS	H. sapiens
0.265073232840353	WGS	CHS	H. sapiens
0.24784499983121	WGS	CHS	H. sapiens
0.285122364233906	WGS	CHS	H. sapiens
0.230198474413029	WGS	CHS	H. sapiens
0.275479050010599	WGS	CHS	H. sapiens
0.290230270908823	WGS	CHS	H. sapiens
0.256401138680423	WGS	CHS	H. sapiens
0.332941428747859	WGS	CHS	H. sapiens
0.220437674843263	WGS	CHS	H. sapiens
0.2384172643646	WGS	CHS	H. sapiens
0.276735038398132	WGS	CHS	H. sapiens
0.25967514776663	WGS	CHS	H. sapiens
0.256685163089936	WGS	CHS	H. sapiens
0.274802400689224	WGS	CHS	H. sapiens
0.253668526725556	WGS	CHS	H. sapiens
0.353177397406576	WGS	CHS	H. sapiens
0.305404529780951	WGS	CHS	H. sapiens
0.252595468246954	WGS	CHS	H. sapiens
0.251518177118771	WGS	CHS	H. sapiens
0.293480923061789	WGS	CHS	H. sapiens
0.269937640439576	WGS	CHS	H. sapiens
0.30133306139156	WGS	CHS	H. sapiens
0.280603991579432	WGS	CHS	H. sapiens
0.265767467712673	WGS	CHS	H. sapiens
0.27168865842919	WGS	CHS	H. sapiens
0.292677347245989	WGS	CHS	H. sapiens
0.297369533553908	WGS	CHS	H. sapiens
0.259672606007927	WGS	CHS	H. sapiens
0.230549935034243	WGS	CHS	H. sapiens
0.279377126894373	WGS	CHS	H. sapiens
0.278935800171379	WGS	CHS	H. sapiens
0.293731667056886	WGS	CHS	H. sapiens
0.266747502913119	WGS	CHS	H. sapiens
0.28434883557661	WGS	CHS	H. sapiens
0.257075207181141	WGS	CHS	H. sapiens
0.27065612762379	WGS	CHS	H. sapiens
0.252709863649821	WGS	CHS	H. sapiens
0.297149290523462	WGS	CHS	H. sapiens
0.334239181649398	WGS	CHS	H. sapiens
0.273681844858487	WGS	CHS	H. sapiens
0.288911410000666	WGS	CHS	H. sapiens
0.281538095900434	WGS	CHS	H. sapiens
0.295462451976072	WGS	CHS	H. sapiens
0.275261987825611	WGS	CHS	H. sapiens
0.275093722450285	WGS	CHS	H. sapiens
0.25242643268686	WGS	CHS	H. sapiens
0.297710502134054	WGS	CHS	H. sapiens
0.233380772386179	WGS	CHS	H. sapiens
0.257512641210408	WGS	CHS	H. sapiens
0.258812193089554	WGS	CHS	H. sapiens
0.230431261618998	WGS	CHS	H. sapiens
0.270684424087094	WGS	CHS	H. sapiens
